"taxon","habit","root_system","height_min","height_low","height_high","height_max","height_unit","inflorescence_type","inflorescence_shape","inflorescence_length_min","inflorescence_length_low","inflorescence_length_high","inflorescence_length_max","inflorescence_length_unit","inflorescence_width_min","inflorescence_width_low","inflorescence_width_high","inflorescence_width_max","inflorescence_width_unit","inflorescence_peduncle_length_min","inflorescence_peduncle_length_low","inflorescence_peduncle_length_high","inflorescence_peduncle_length_max","inflorescence_peduncle_length_unit","flower_merosity","pedicel_length_min","pedicel_length_low","pedicel_length_high","pedicel_length_max","pedicel_length_unit","pedicel_width_min","pedicel_width_low","pedicel_width_high","pedicel_width_max","pedicel_width_unit","bisexual_flowers_presence","male_flowers_presence","heteromorphic_flower_presence","sterile_flower_presence","calyx_shape","calyx_length_min","calyx_length_low","calyx_length_high","calyx_length_max","calyx_length_unit","calyx_lobe_length_min","calyx_lobe_length_low","calyx_lobe_length_high","calyx_lobe_length_max","calyx_lobe_length_unit.","corolla_length_min","corolla_length_low","corolla_length_high","corolla_length_max","corolla_length_unit","corolla_lobe_length_min","corolla_lobe_length_low","corolla_lobe_length_high","corolla_lobe_length_max","corolla_lobe_length_unit","corolla_lobe_width_min","corolla_lobe_width_low","corolla_lobe_width_high","corolla_lobe_width_max","corolla_lobe_width_unit","stamen_count","filament_length_min","filament_length_low","filament_length_high","filament_length_max","filament_length_unit","filament_color","anther_gland_presence","stemonozone_presence","stamen_tube_presence","staminal_tube_presence","intrastaminal_nectary_presence","nectary_presence"
"Acacia_adjutrices","Subshrub",NA,NA,"0.4","0.7",NA,"m","flower-heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_anomala","subshrub",NA,"0.2",NA,"0.45",NA,"m","spikes",NA,NA,"1","3",NA,"cm",NA,NA,NA,NA,NA,"1",NA,"4",NA,"mm","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_aphylla","shrub",NA,NA,NA,"2.3",NA,"m","simple","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","10",NA,"mm","5-merous",NA,"7","10",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_extensa","shrub",NA,NA,NA,"3",NA,"m","racemes","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"8",NA,"mm","5-merous",NA,"3","8",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_alata","shrub",NA,NA,NA,"2",NA,"m","simple","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","12",NA,"mm","5-merous",NA,"4","12",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_alata_alata","Shrub",NA,NA,"0.5","1.5",NA,"m","heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_alata_biglandulosa","Shrub",NA,"0.5",NA,"1.5",NA,"m","heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_alata_platyptera","Shrub",NA,"0.5",NA,"1",NA,"m","heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_alata_tetrantha","Shrub",NA,NA,"0.3","0.6",NA,"m","heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_willdenowiana","shrub",NA,"0.3",NA,"0.6","1","m","racemose",NA,NA,"2","11",NA,"cm",NA,NA,NA,NA,NA,"6",NA,"15",NA,"mm","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_applanata","subshrub",NA,"0.1",NA,"0.4",NA,"m","racemes","globular","0.5",NA,"10",NA,"mm",NA,NA,NA,NA,NA,NA,"5","12",NA,"mm","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_pterocaulon","shrub",NA,NA,NA,"1.3",NA,"m","racemose","globular","1","1","10","10","cm","10","10","15","15","mm",NA,"10","15",NA,"mm","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_clydonophora","shrub",NA,NA,NA,"1",NA,"m","racemes","globular",NA,"0.5","3",NA,"cm",NA,NA,NA,NA,NA,"5","5","7","7","mm","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_myrtifolia","shrub",NA,NA,"0.5","3",NA,"m","racemes","globular","1",NA,"6","12","cm",NA,NA,NA,NA,NA,"3",NA,"12",NA,"mm","4-merous",NA,"3","12",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_celastrifolia","shrub",NA,NA,"1","3",NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"10",NA,"mm","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_heterochroa","shrub",NA,"0.5",NA,"1.5",NA,"m","simple or short-racemose","globular",NA,"5","25",NA,"mm",NA,NA,NA,NA,NA,"5",NA,"25",NA,"mm","4-merous",NA,"5","25",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"truncate to sinuously lobed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_heterochroa_heterochroa","mallee scrub",NA,NA,NA,NA,NA,NA,"racemes",NA,"5",NA,"17",NA,"mm",NA,NA,NA,NA,NA,NA,"1","2.5",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_heterochroa_robertii",NA,NA,NA,NA,NA,NA,NA,"racemes",NA,"1",NA,"3.5",NA,"cm",NA,NA,NA,NA,NA,"0.5",NA,"1",NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_durabilis","shrub",NA,NA,"0.7","2",NA,"m","heads","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","15","25","25","mm","4-merous",NA,"15","25",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_disticha","shrub",NA,NA,"1","2",NA,"m","racemes","globular",NA,"4",NA,NA,"mm",NA,NA,NA,NA,NA,"7","7","11","11","mm","4-merous",NA,"7","11",NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_pygmaea","Dwarf subshrub",NA,NA,"0.3","0.5",NA,"m","simple","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","7","7","mm","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"truncate to sinuolately lobed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_obovata","Shrub","woody rootstock",NA,"0.3","0.6","1","m","racemes","globular",NA,NA,"1",NA,"mm",NA,NA,NA,NA,NA,NA,"1","2",NA,"cm","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Acacia_nervosa","subshrub","woody root-stock",NA,"0.1","0.5",NA,"m","racemes","globular",NA,"0.5","0.7",NA,"mm",NA,NA,NA,NA,NA,"5",NA,"18",NA,"mm","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
