"taxon","habit","root_system","inflorescence_type","inflorescence_shape","flower_merosity","bisexual_flowers_presence","male_flowers_presence","heteromorphic_flower_presence","sterile_flower_presence","calyx_shape","stamen_count","filament_color","anther_gland_presence","stemonozone_presence","stamen_tube_presence","staminal_tube_presence","intrastaminal_nectary_presence","nectary_presence","height_mean","inflorescence_length_mean","inflorescence_width_mean","inflorescence_peduncle_length_mean","pedicel_length_mean","pedicel_width_mean","calyx_length_mean","calyx_lobe_length_mean","corolla_length_mean","corolla_lobe_length_mean","corolla_lobe_width_mean","filament_length_mean"
"Calliandra_trinervia_stenocylix","Trees",NA,NA,NA,"28",NA,"present","present",NA,"subcylindrico elongato",NA,"pink",NA,NA,NA,NA,NA,"",700,NA,NA,NA,NA,NA,0.725,NA,1.375,0.22,NA,4.7
"Calliandra_trinervia_arborea","Arborescent shrubs",NA,"capitula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",600,NA,NA,2.5,NA,NA,0.23,NA,0.695,NA,NA,2.6
"Calliandra_bombycina","arborescent or sometimes sarmentose siriubs",NA,"capitula",NA,"5",NA,NA,NA,NA,"campanulate",NA,"dark red",NA,"present",NA,NA,NA,"",500,NA,NA,1.75,0.07,0.09,0.275,0.0575,1.0725,0.26,NA,5.35
"Calliandra_glyphoxylon","arborescent shrubs",NA,"capitula","hemispherical","4 (5)-merous",NA,NA,NA,NA,"campanulate",NA,"at first white or pale pink, becoming crimson in age",NA,"present","present",NA,"present","",275,NA,NA,1.65,0.04,0.055,0.215,0.045,0.875,0.23,NA,2.85
"Calliandra_jariensis","trees",NA,"capitula","hemispherical","4","yes","yes","yes",NA,"campanulate or turbinate-campanulate",NA,NA,NA,"present",NA,NA,NA,"",650,NA,NA,1.3,1.3,NA,0.11,NA,0.54,0.17,NA,2.15
"Calliandra_coriacea","arborescent shrubs",NA,"capitula","subglobose","4 (5)-merous",NA,NA,"sometimes dimorphic",NA,"campanulate or deeply campanulate","20","pink or red-purple",NA,"present","present","present","absent","",650,NA,0.2,2.75,0.06,NA,0.22,0.0225,1.05,0.215,NA,4
"Calliandra_antioquiae","tree",NA,NA,NA,"5",NA,NA,"homomorphic",NA,"campanulate","58",NA,NA,"present",NA,"present","not present","",200,NA,NA,2.75,0.035,NA,0.26,0.0525,0.875,0.175,NA,3.4
"Calliandra_angustifolia","arborescent shrubs",NA,"capitula",NA,"3-4-merous",NA,NA,"yes",NA,"campanulate",NA,"whitish",NA,"present",NA,"present","present","",250,NA,0.275,1.65,0.0475,NA,0.2,0.025,0.675,0.2,NA,2.7
"Calliandra_harrisii","arborescent or subsarmentose shrubs",NA,"capitula",NA,NA,NA,NA,"present",NA,"cuneiform (clove-shaped)",NA,"pallid below middle, carmine distally",NA,"present",NA,NA,"absent","",350,NA,NA,2.3,0.095,NA,0.34,0.03,0.96,0.125,NA,4.4
"Calliandra_tergemina","shrubs and slender trees",NA,"capitula",NA,"4 (5)-merous",NA,NA,"yes","yes","campanulate",NA,"redcarmine, pallid proximally and pinktipped, or white-cchroleucous",NA,"the stemonozone 1 mm or less","staminal tube","dilated, further exserted staminal tube","intrastaminal nectary","",375,NA,NA,2.55,0.04,NA,0.09,0.05,1,0.135,NA,NA
"Calliandra_tergemina_emarginata","Shrubs and trees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"white pink-tipped",NA,NA,NA,NA,NA,"",350,NA,NA,2.8,NA,NA,0.24,NA,1.15,NA,NA,NA
"Calliandra_tergemina_tergemina","Shrubs and treelets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pink",NA,NA,NA,NA,NA,"",400,NA,NA,1.95,0.0125,NA,0.09,0.025,0.565,NA,NA,NA
"Calliandra_macqueenii","Macrophy!l bushy shrubs",NA,"capitula",NA,"4 (5)-merous",NA,NA,NA,NA,"campanulate",NA,"ochroleucous",NA,"present",NA,"present","absent","",NA,NA,NA,0.375,0.375,NA,0.21,0.04,0.95,0.2,NA,NA
"Calliandra_brenesii","shrubs",NA,"capitula",NA,"3-4-merous",NA,NA,NA,NA,"campanulate",NA,"scarlet",NA,"present",NA,NA,"present","",250,NA,NA,2.65,0.06,0.05,0.29,0.06,0.975,0.26,NA,3.25
"Calliandra_laevis","trees",NA,"capitula","hemispherical","5",NA,NA,"yes",NA,"campanulate",NA,"pink or carmine distally",NA,"present","present",NA,"absent","",850,NA,NA,1.95,0.03,0.04,0.175,0.015,0.65,0.17,NA,2.75
"Calliandra_hymenaeodes","macrophyll trees",NA,"capitula",NA,NA,NA,NA,"present",NA,"deeply campanulate",NA,"crimson",NA,NA,NA,NA,NA,"",600,NA,NA,2.25,NA,NA,0.255,0.03,0.8,0.18,NA,NA
"Calliandra_longipes","subshrubs","rhizomes","capitula",NA,NA,NA,NA,"homomorsphic",NA,NA,NA,"whitish",NA,"present","present",NA,"no","",20,NA,NA,12,0.055,0.07,0.255,0.0825,1.09,0.26,NA,2.7
"Calliandra_haematomma","shrubs",NA,"capitula",NA,"5 (or 6)-merous","most bisexual",NA,"homomorphic",NA,"campanulate",NA,"bright red",NA,"present",NA,NA,NA,"",165,NA,NA,1.4,NA,NA,0.23,NA,0.405,0.125,NA,1.95
"Calliandra_haematomma_colletioides","erect shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calliandra_haematomma_haematomma","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calliandra_haematomma_correllii","arborescent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"white",NA,NA,NA,NA,NA,"",1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calliandra_haematomma_rivularis","Shrubby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calliandra_haematomma_tortuensis","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calliandra_haematomma_glabrata","Arborescent shrubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"whitish",NA,NA,NA,NA,NA,"",300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calliandra_haematomma_locoensis","Shrubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calliandra_pedicellata","shrubs",NA,"umbelliform racemes",NA,"4 (5)-merous","some bisexual","some staminate","homomorphic",NA,"campanulate or hemispherical",NA,"dull white or ochroleucous",NA,"present",NA,NA,NA,"",180,2.75,NA,2.75,0.525,NA,0.205,0.075,0.54,0.18,NA,1.75
"Calliandra_brevicaulis","subshrubs","lignescent rootstock","capitula","umbelliform","5",NA,NA,"dimorphic",NA,"narrowly or openly campanulate","34",NA,NA,"present",NA,NA,"no","",25,NA,NA,6.5,1.55,0.075,0.41,0.11,1.15,0.35,NA,5.25
"Calliandra_brevicaulis_brevicaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calliandra_brevicaulis_glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",22500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calliandra_lintea","shrubs",NA,"capitula","hemispherical","4",NA,NA,NA,NA,"shallowly campanulate or broadly turbinate","42","white",NA,"present",NA,NA,"absent","",8400,4,NA,NA,0.055,0.11,0.185,0.035,0.525,0.21,NA,2.25
"Calliandra_nebulosa","shrubs",NA,"capitula",NA,"4",NA,NA,NA,NA,"shallowly turbinate-campanulate","112","white rubescent",NA,"present",NA,NA,"absent","",225,0.685,NA,3.75,0.07,0.185,0.165,0.0325,0.685,0.29,0.0675,2.9
"Calliandra_bahiana","shrubs",NA,"capitula",NA,"4 (5)-merous",NA,NA,NA,NA,"shallowly campanulate",NA,"white rubescent",NA,"present",NA,"present","absent","",230,NA,NA,NA,0.08,0.31,0.55,0.09,1.1,0.5,NA,0.38
"Calliandra_bahiana_bahiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calliandra_bahiana_erythematosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calliandra_lanata","shrubs",NA,"pseudoracemose",NA,NA,NA,NA,NA,NA,"broadly turbinate-campanulate",NA,"white, distally lilac in age",NA,"present",NA,NA,"absent","",250,NA,NA,3.5,0.05,0.2,0.875,NA,1.15,0.35,NA,18.35
"Calliandra_fuscipila","shrubs",NA,"capitula",NA,NA,NA,NA,NA,NA,"shallowly campanulate",NA,"bright red",NA,"present",NA,NA,NA,"",125,0.65,0.17,0.65,NA,NA,0.195,0.055,0.56,0.21,NA,3
"Calliandra_feioana","Erect microphyll shrubs",NA,"capitula",NA,"5",NA,NA,NA,NA,NA,"52","white rubescent",NA,"present",NA,"present",NA,"",100,NA,NA,3,0.08,0.12,0.1,0.05,0.7,0.2,0.04,3.1
"Calliandra_asplenioides","shrubs",NA,"capitula","clavate or depressed-hemispherical",NA,NA,NA,NA,NA,NA,NA,"white, or white and distally pink, or pink to red",NA,"present",NA,NA,NA,"",100,3.75,0.3,3.75,0.06,0.14,0.23,0.065,NA,0.275,NA,2.8
"Calliandra_viscidula","shrubs",NA,"capitula","hemispherical","4 (5)-merous",NA,NA,"homomorphic",NA,"turbinate-campanulate","58","white",NA,"present",NA,NA,"absent","",200,NA,NA,3,0.145,0.195,0.78,0.405,1.125,0.405,0.24,6
"Calliandra_fasciculata","shrubs",NA,"capitula","hemispherical","4 (5)-merous",NA,NA,"homomorphic",NA,NA,NA,NA,NA,"1.4-2.6 mm, thickened internally",NA,"#ERROR!","0","",NA,NA,NA,4.75,NA,NA,0.4,0.04,0.75,0.315,NA,NA
"Calliandra_fasciculata_fasciculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calliandra_fasciculata_bracteosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calliandra_linearis","subshrubs","creeping rhizomes","capitula",NA,NA,NA,NA,"present",NA,"broadly turbinate",NA,"white, pink",NA,"present",NA,NA,"lacking","",10,NA,NA,4,NA,NA,0.32,0.09,0.95,0.27,NA,2.75
"Calliandra_elegans","shrubs",NA,"capitula","hemispherical","4",NA,NA,NA,NA,"shallowly campanulate","42","white",NA,"present",NA,NA,NA,"",275,0.125,0.225,1.5,1.5,NA,0.2,0.065,0.675,0.28,NA,2.65
"Calliandra_mucugeana","shrubs",NA,"capitula",NA,"5",NA,NA,NA,NA,"campanulate",NA,"bright red",NA,"present",NA,NA,NA,"",350,NA,NA,1.45,0.045,0.135,0.25,0.04,0.585,0.24,NA,2.55
"Calliandra_calycina","shrubs",NA,"capitula",NA,"4 (5)-merous",NA,NA,NA,NA,NA,NA,"white rubescent",NA,"present",NA,NA,NA,"",130,NA,NA,2.25,0.08,0.165,0.36,0.115,0.725,0.3,NA,3.3
"Calliandra_hirsuticaulis","shrubs or subshrubs",NA,NA,NA,"4 (5)-merous",NA,NA,NA,NA,"campanulate or turbinate-campanulate",NA,"blood-red",NA,"present",NA,NA,NA,"",85,NA,NA,2,0.07,0.13,0.425,0.25,0.65,0.26,NA,2.6
"Calliandra_crassipes","shrubs",NA,"capitula",NA,"4",NA,NA,NA,NA,NA,"90","white rubescent",NA,"present",NA,NA,"absent","",150,NA,NA,4.75,0.15,0.25,0.725,0.5,0.775,0.425,NA,2.9
"Calliandra_hirtiflora","shrubs",NA,"capitula",NA,"4",NA,NA,NA,NA,NA,NA,"white",NA,"present",NA,NA,NA,"",150,NA,NA,5.85,0.125,0.155,0.735,NA,0.875,NA,NA,3.25
"Calliandra_hirtiflora_hirtiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calliandra_hirtiflora_ripicola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calliandra_sincorana","Shrubs",NA,"capitula",NA,"4",NA,NA,NA,NA,"campanulate","42","white rubescent",NA,"present",NA,"present",NA,"",175,NA,NA,3.75,0.105,0.085,0.525,0.375,0.8,0.3,NA,3.7
"Calliandra_stelligera","subshrub",NA,"pseudoracemes",NA,"2(3)4-merous",NA,NA,NA,NA,"campanulate",NA,"bright red",NA,"present",NA,"present","absent","",50,10,NA,1,0.035,1.65,0.2,0.03,0.65,0.2,NA,2.5
"Calliandra_coccinea","subshrubs",NA,"capitula",NA,"4",NA,NA,NA,NA,NA,NA,"red",NA,"present","present",NA,"absent","",55,NA,NA,0.85,0.85,NA,NA,NA,NA,NA,NA,3.2
"Calliandra_coccinea_trimera",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,0.3,0.26,0.675,0.3,NA,NA
"Calliandra_coccinea_coccinea",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",130000,NA,NA,NA,NA,NA,0.505,0.3,1.05,NA,NA,NA
"Calliandra_involuta","Shrubs",NA,"capitula",NA,NA,NA,NA,NA,NA,"turbinate-campanulate",NA,"rose-red",NA,"present",NA,NA,NA,"",150,NA,NA,4.5,NA,NA,0.325,NA,0.55,0.22,NA,2.8
"Calliandra_santosiana","frutescent",NA,"capitula",NA,NA,NA,NA,NA,NA,"campanulate or turbinate-campanulate",NA,"red",NA,NA,NA,NA,NA,"",NA,0.175,0.2,1.9,NA,NA,0.15,0.05,0.575,0.3,NA,2.5
"Calliandra_renvoizeana","subshrubs",NA,"capitula",NA,"5",NA,NA,NA,NA,"turbinate-campanulate",NA,"white",NA,"present",NA,NA,NA,"",120,NA,NA,4.25,0.105,1.315,0.75,0.35,1,0.35,NA,4.5
"Calliandra_longipinna","Virgate subshrubs",NA,"capitula",NA,NA,NA,NA,NA,NA,"turbinate-campanulate",NA,"reddish-pink",NA,"present",NA,NA,NA,"",40,NA,NA,2.1,0.06,NA,0.275,0.08,0.71,0.265,0.235,2.9
"Calliandra_debilis","shrubs",NA,"capitula",NA,"5-7-nerved",NA,NA,NA,NA,"campanulate","56",NA,NA,"present",NA,"present","no","",250,NA,NA,3.75,0.1,0.165,0.265,NA,0.9,0.4,0.35,5
"Calliandra_iligna","herbaceous subshrub",NA,"capitula",NA,"3-4-merous",NA,NA,NA,NA,"campanulate",NA,"red or reddish",NA,NA,NA,NA,NA,"",35,2.75,NA,2.75,NA,NA,0.135,0.04,0.5,0.14,NA,2.2
"Calliandra_paterna","shrub",NA,"capitula",NA,NA,"homomorphic",NA,NA,NA,NA,"86","white",NA,"present",NA,"present","absent","",80,NA,NA,4,0.07,0.19,0.625,0.42,0.925,0.3,NA,3
"Calliandra_ganevii","subshrub",NA,"capitula","hemispherical","4-5-merous",NA,NA,NA,"present",NA,NA,"white rubescent",NA,"present",NA,NA,"absent","",50,0.25,NA,9,0.085,0.19,0.875,NA,1.225,0.35,NA,3.75
"Calliandra_erubescens","Shrubs",NA,NA,NA,"2444-merous",NA,NA,NA,NA,"shallowly campanulate",NA,"rubescent",NA,"present",NA,"present","absent","",225,NA,NA,3.25,0.065,0.15,0.155,0.04,0.56,0.25,NA,2.7
"Calliandra_semisepulta","subshrubs","rhizomes","capitulum",NA,"5—6-merous",NA,NA,"homomorphic",NA,NA,NA,"red",NA,"present",NA,NA,"absent","",11.5,NA,NA,10,0.075,0.135,NA,NA,0.835,0.4,NA,2.75
"Calliandra_germana","Shrubs",NA,"capitula",NA,"4-merous",NA,NA,NA,NA,"campanulate","26","white, pink",NA,"present",NA,"present","absent","",200,NA,NA,2.75,0.02,0.08,0.245,0.0325,0.65,0.205,0.16,2.3
"Calliandra_luetzelburgii","shrubs",NA,"capitula",NA,NA,NA,NA,"homomorphic",NA,"shallowly campanulate",NA,"white, rubescent",NA,"present",NA,NA,NA,"",95,NA,NA,2.15,0.075,0.14,0.16,0.055,0.63,0.2,NA,2.4
"Calliandra_hygrophila","Shrublets",NA,"capitula",NA,NA,NA,NA,"homomorphic",NA,"campanulate",NA,"bright red",NA,"present",NA,"present",NA,"",25,NA,NA,NA,NA,NA,0.21,0.05,0.8,0.215,NA,2.25
"Calliandra_houstoniana","shrubs, subshrubs, trees",NA,"pseudoraceme","pyramidal","5-merous (calyx sometimes 6—7-merous)",NA,NA,"nearly so",NA,"campanulate-patelliform",NA,"crimson-scarlet",NA,"thickened stemonozone 2-3.5 mm",NA,"tube +2-4(—5) mm","intrastaminal nectaries not differentiated","",375,18,NA,0.95,0.435,0.1425,0.24,0.095,0.95,0.55,0.04,5.5
"Calliandra_houstoniana_anomala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"scarlet or carmine",NA,NA,NA,NA,NA,"",5.75,NA,NA,0.8,0.295,0.0675,0.2,NA,0.95,NA,NA,5.75
"Calliandra_houstoniana_colomasensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown color but probably red throughout",NA,NA,NA,NA,NA,"",NA,NA,NA,0.8,0.25,0.06,0.14,NA,0.77,0.5,NA,43.2
"Calliandra_houstoniana_acapulcensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pallid in proximal half, thence pink-crimson",NA,NA,NA,NA,NA,"",NA,13.5,NA,0.95,0.25,NA,0.15,NA,0.775,NA,NA,NA
"Calliandra_houstoniana_calothyrsus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","crimson",NA,"present",NA,NA,NA,"",72500,NA,NA,NA,0.325,NA,0.195,0.0425,0.8,NA,NA,NA
"Calliandra_houstoniana_houstoniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,"",90250,NA,NA,0.75,0.26,NA,0.28,0.105,0.975,NA,NA,6.25
"Calliandra_juzepczukii","subshrubs",NA,"pseudoraceme",NA,"5-merous",NA,NA,NA,NA,"hemispherical, turbinate-campanulate or shallowly patelliform-campanulate",NA,"crimson-scarlet",NA,"present",NA,NA,"absent","",175,NA,NA,NA,0.55,0.195,0.475,0.13,1.525,0.925,NA,6.5
"Calliandra_palmeri","shrubs",NA,"capitula",NA,"5(—6)-merous",NA,NA,NA,NA,"hemispherical",NA,"crimsonscarlet",NA,"present",NA,NA,"without defined discoid nectary","",110,35,NA,1.125,0.225,0.2,0.75,0.13,1.8,1.025,NA,7.25
"Calliandra_physocalyx","shrubs",NA,"capitula",NA,"5-merous",NA,NA,NA,NA,"ventricose-campanulate","118","red overall or proximally white to pink and the tassel pink to red",NA,"present",NA,NA,"absent","",225,13,NA,13,0.4,NA,1.15,NA,1.325,0.475,NA,7.25
"Calliandra_houstoniana_anomala","shrubby or virgate",NA,"capitula",NA,"5- merous",NA,NA,NA,NA,"hemispherical","40",NA,NA,"present",NA,NA,NA,"",NA,NA,NA,0.575,0.15,0.125,0.2,0.03,1.2,0.7,NA,4
"Calliandra_quetzal","shrubs",NA,"capitula",NA,NA,NA,NA,NA,NA,"campanulate","60","white",NA,NA,NA,NA,"present","",150,15,NA,15,0.45,0.0575,0.43,0.165,1.225,0.375,NA,4.3
"Calliandra_virgata","Subshrubs","woody rootstock","capitula","hemispherical",NA,NA,NA,NA,NA,"campanulate",NA,"pink or carmine distally",NA,"present","present","present","present","",50,NA,NA,NA,NA,NA,0.395,0.065,1,0.23,0.16,3.3
"Calliandra_tsugoides","Arborescent shrubs",NA,"capitula",NA,"usually 4-, rarely 5-merous or the calyx randomly 3-merous",NA,NA,NA,NA,"campanulate",NA,"red",NA,"present",NA,NA,NA,"",540,NA,NA,1.75,0.035,0.0675,0.24,0.075,0.67,0.31,NA,3.85
"Calliandra_vaupesiana","shrubs",NA,"capitula",NA,"5-merous",NA,NA,NA,NA,"campanulate or turbinate-campanulate",NA,NA,NA,"present",NA,NA,"absent","",150,0.2,0.225,1.4,0.075,0.125,0.5,0.195,NA,0.285,NA,4.35
"Calliandra_vaupesiana_vaupesiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pallidis superne Toseo-purpureis",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,0.25,NA,0.75,NA,NA,NA
"Calliandra_pakaraimensis","Shrubs",NA,"capitula",NA,"4-merous, sametimes 5-merous",NA,NA,NA,NA,NA,NA,"white",NA,"present",NA,NA,NA,"",150,NA,NA,1.35,0.055,NA,0.3,0.145,0.725,0.275,NA,NA
"Calliandra_rigida",NA,NA,"capitula",NA,"4-merous","present","present","present",NA,NA,NA,NA,NA,"present",NA,NA,NA,"",200,0.425,0.2,1.9,0.05,NA,0.125,0.025,0.46,0.185,NA,4.5
"Calliandra_comosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calliandra_paniculata","shrubs",NA,"panicles of pseudoracemes",NA,"26-merous",NA,NA,NA,NA,"turbinate-campanulate","26",NA,NA,"present",NA,NA,"present","",150,NA,NA,1.5,NA,NA,0.11,0.02,0.54,0.2,NA,1.95
"Calliandra_parviflora","shrubs",NA,"capitula","subglobose and incipiently spiciform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calliandra_leptopoda","shrubs or subshrubs",NA,"pseudoraceme",NA,NA,NA,NA,NA,NA,"campanulate","27","dark wine-red",NA,"present",NA,NA,NA,"",105,NA,NA,3,1.5,0.0125,0.11,0.05,0.265,0.12,NA,0.65
"Hydrochorea_gonggrijpii","arborescent shrubs",NA,NA,NA,"5-merous",NA,NA,"yes",NA,"openly turbinate-campanulate to narrowly campanulate",NA,NA,NA,"present",NA,NA,NA,"",1100,NA,NA,NA,0.65,0.025,0.33,NA,0.69,0.25,0.16,NA
"Hydrochorea_corymbosa","frees",NA,"capitula","subhemispherical","5(-6)-merous",NA,NA,"yes","yes","campanulate or turbinate-campanulate",NA,"white or greenish white",NA,NA,NA,NA,NA,"",1250,NA,NA,7,0.825,0.015,0.2,0.175,0.475,0.175,0.095,1.85
"Hydrochorea_marginata","trees",NA,"capitula","subhemispherical","5-merous",NA,NA,"yes",NA,"campanulate",NA,"white or yellowish",NA,"present",NA,NA,NA,"",2200,NA,NA,7,0.975,0.03,0.435,NA,0.775,NA,NA,3.25
"Hydrochorea_marginata",NA,NA,"capituluta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,"",NA,NA,NA,NA,0.925,0.025,0.255,NA,0.875,NA,NA,NA
"Hydrochorea_panurensis",NA,NA,"capitula",NA,NA,NA,NA,NA,NA,NA,"24",NA,NA,"present",NA,NA,NA,"",NA,NA,NA,NA,0.975,0.0325,0.25,0.17,2.3,0.2,NA,NA
"Hydrochorea_panurensis","Shrubs and treelets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",375,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA
"Hydrochorea_acreana",NA,NA,"racemes",NA,"5-merous",NA,NA,"dimorphic",NA,"narrowly campanulate",NA,NA,NA,"present",NA,NA,NA,"",2750,0.35,NA,2.65,0.375,0.04,0.2,0.04,0.4,0.11,0.075,NA
"Hydrochorea_leucocalyx","trees",NA,"","","","","","","","",NA,"",NA,"","","","","",2250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hydrochorea_pedicellaris","Microphyllidious frees attaining 40 m in height with teunk to 1 m diam dbh but often fertile as slender treelets as little as 3 m tall",NA,"","","","","","","","",NA,"",NA,"","","","","",2150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hydrochorea_elegans","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","green or white",NA,"present",NA,NA,NA,"",1900,NA,NA,NA,0.8,NA,0.45,0.125,0.9,0.3,0.18,3.25
"Jupunba_floribunda","Trees",NA,"capitula",NA,"5-merous",NA,NA,"yes",NA,"campanulate",NA,"rose-purple",NA,"present",NA,NA,NA,"",1500,2.2,NA,5.75,0.3,0.0475,0.775,0.095,1.05,0.25,0.135,3.5
"Jupunba_ferruginea","arborescent shrub",NA,"","","","","","","","",NA,"",NA,"","","","","",800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jupunba_gallorum","trees",NA,"capitula",NA,NA,NA,NA,"dimorphic",NA,"campanulate",NA,"pink",NA,"present",NA,NA,"present","",NA,0.375,0.275,5,0.12,0.06,0.46,0.065,0.8,0.22,NA,NA
"Jupunba_longipedunculata","shrubs and srees",NA,"capitula",NA,"5-merous",NA,NA,NA,NA,"narrowly campanulate","36",NA,NA,"present",NA,NA,NA,"",1100,NA,NA,8.75,NA,NA,0.615,0.12,0.875,0.2,NA,NA
"Jupunba_idiopoda","trees",NA,NA,NA,"5-merous",NA,NA,"present",NA,"obeonic-turbinate",NA,"white",NA,"present",NA,NA,NA,"",2000,NA,NA,6.5,0.625,0.025,0.235,0.035,0.61,0.25,0.13,2.2
"Jupunba_curvicarpa","trees",NA,"spiciform racemes",NA,"5-merous",NA,NA,"yes",NA,"campanulate","28","white",NA,"present",NA,NA,NA,"",3750,40,NA,9,0.06,NA,0.21,0.02,0.485,0.13,0.09,1.15
"Jupunba_curvicarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jupunba_curvicarpa_rodriguesii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jupunba_macradenia","trees",NA,"capituliform racemes",NA,"5-merous",NA,NA,"yes",NA,"campanulate",NA,"white",NA,"present",NA,NA,NA,"",2250,NA,NA,8.5,0.215,0.03,0.365,0.08,0.825,0.23,0.155,2.15
"Jupunba_ganymedea","trees",NA,"capitula",NA,"S-merous",NA,"present","present",NA,NA,"10",NA,NA,"present",NA,NA,NA,"",2000,1,1.85,2.75,0.065,NA,0.11,0.04,0.41,0.17,0.07,1.55
"Jupunba_piresii","trees",NA,"capitula",NA,"5-merous",NA,NA,"dimorphic",NA,"narrowly or turbinately campanulate",NA,"white",NA,"present",NA,"present",NA,"",1650,NA,0.95,3.75,NA,NA,0.325,0.09,0.55,0.21,0.09,1.8
"Jupunba_auriculata","shrubs and slender trees",NA,"capitula","subglobose or clavate","5-merous",NA,NA,"dimorphic",NA,"tube obtusangulate",NA,NA,NA,"present","present",NA,NA,"",900,0.3,NA,2.5,0.07,NA,0.25,0.055,0.535,0.14,NA,1.95
